6 11 31 :	 42, 14, 37;	26, 31, 36;	25, 48, 20
1 5 28 :	 33, 24, 27;	22, 28, 34;	29, 32, 23
7 13 24 :	 37,  4, 31;	18, 24, 30;	17, 44, 11
2 11 26 :	 24, 17, 37;	39, 26, 13;	15, 35, 28
1 17 39 :	 38, 57, 22;	23, 39, 55;	56, 21, 40
4 17 30 :	 26, 51, 13;	17, 30, 43;	47,  9, 34
2 5 26 :	 31, 23, 24;	19, 26, 33;	28, 29, 21
1 11 13 :	 24,  1, 14;	 3, 13, 23;	12, 25,  2
1 7 23 :	 30, 17, 22;	15, 23, 31;	24, 29, 16
1 16 24 :	 23,  9, 40;	41, 24,  7;	 8, 39, 25
6 9 36 :	 27, 51, 30;	39, 36, 33;	42, 21, 45
1 10 45 :	 35, 56, 44;	54, 45, 36;	46, 34, 55
3 15 20 :	 35,  8, 17;	 2, 20, 38;	23, 32,  5
1 17 30 :	 47, 14, 29;	12, 30, 48;	31, 46, 13
4 6 44 :	 38, 54, 40;	46, 44, 42;	48, 34, 50
1 8 51 :	 52, 58, 43;	42, 51, 60;	59, 44, 50
1 4 9 :	 10, 12,  5;	 4,  9, 14;	13,  6,  8
1 6 16 :	 22, 11, 15;	 9, 16, 23;	17, 21, 10
1 4 53 :	 54, 48, 57;	56, 53, 50;	49, 58, 52
1 12 17 :	 29,  6, 16;	 4, 17, 30;	18, 28,  5
1 17 20 :	  3, 36, 21;	38, 20,  2;	19,  4, 37
4 5 38 :	 42, 29, 43;	39, 38, 37;	33, 47, 34
1 5 47 :	 48, 41, 52;	51, 47, 43;	42, 53, 46
6 14 24 :	 38, 16, 18;	 4, 24, 44;	30, 32, 10
5 6 41 :	 47, 30, 46;	40, 41, 42;	36, 52, 35
4 21 27 :	 23, 52,  6;	10, 27, 44;	48,  2, 31
3 4 51 :	 47, 58, 48;	52, 51, 50;	54, 44, 55
2 8 50 :	 48, 44, 58;	60, 50, 40;	42, 56, 52
4 9 18 :	 27,  5, 22;	13, 18, 23;	14, 31,  9
4 6 38 :	 42, 28, 44;	40, 38, 36;	32, 48, 34
2 11 46 :	 57, 37, 44;	33, 46, 59;	48, 55, 35
2 26 32 :	 30,  8, 58;	60, 32,  4;	 6, 56, 34
5 8 25 :	 20, 22, 33;	38, 25, 12;	17, 28, 30
4 19 35 :	 16, 58, 31;	50, 35, 20;	39, 12, 54
11 14 35 :	 49, 32, 24;	10, 35, 60;	46, 38, 21
4 9 32 :	 28, 27, 41;	45, 32, 19;	23, 37, 36
3 18 22 :	 40,  1, 25;	 7, 22, 37;	19, 43,  4
6 10 44 :	 54, 40, 38;	28, 44, 60;	50, 48, 34
3 12 44 :	 56, 29, 47;	35, 44, 53;	41, 59, 32
8 11 22 :	 11, 25, 30;	41, 22,  3;	14, 19, 33
1 21 32 :	 11, 52, 33;	54, 32, 10;	31, 12, 53
2 19 24 :	 26, 41,  5;	 3, 24, 45;	43,  7, 22
2 6 19 :	 13, 23, 21;	27, 19, 11;	17, 15, 25
9 13 25 :	 12, 29, 34;	47, 25,  3;	16, 21, 38
5 14 26 :	 12, 45, 21;	35, 26, 17;	31,  7, 40
9 10 21 :	 31, 20, 12;	 2, 21, 40;	30, 22, 11
1 20 38 :	 37, 59, 18;	19, 38, 57;	58, 17, 39
11 13 33 :	 44,  9, 46;	35, 33, 31;	20, 57, 22
3 24 29 :	  5, 56, 26;	50, 29,  8;	32,  2, 53
2 7 36 :	 34, 45, 29;	31, 36, 41;	43, 27, 38
8 17 29 :	 21, 20, 46;	54, 29,  4;	12, 38, 37
8 13 23 :	 36,  2, 31;	18, 23, 28;	15, 44, 10
2 16 25 :	 41, 11, 23;	 7, 25, 43;	27, 39,  9
2 6 38 :	 36, 34, 44;	46, 38, 30;	32, 42, 40
2 3 30 :	 33, 25, 32;	29, 30, 31;	28, 35, 27
4 13 32 :	 45, 23, 28;	15, 32, 49;	36, 41, 19
1 8 24 :	 32, 17, 23;	15, 24, 33;	25, 31, 16
2 5 16 :	 18, 19, 11;	 9, 16, 23;	21, 13, 14
2 10 45 :	 47, 53, 35;	33, 45, 57;	55, 37, 43
2 10 15 :	 17,  3, 25;	23, 15,  7;	 5, 27, 13
3 8 13 :	 10, 24,  5;	 8, 13, 18;	21,  2, 16
2 21 26 :	 24,  7, 47;	49, 26,  3;	 5, 45, 28
3 14 29 :	 15, 40, 32;	46, 29, 12;	26, 18, 43
3 7 39 :	 32, 49, 36;	43, 39, 35;	42, 29, 46
6 15 36 :	 30, 57, 21;	27, 36, 45;	51, 15, 42
4 15 22 :	  7, 41, 18;	33, 22, 11;	26,  3, 37
2 16 20 :	 36,  2, 22;	 6, 20, 34;	18, 38,  4
10 14 35 :	 21, 59, 25;	39, 35, 31;	45, 11, 49
2 17 29 :	 27, 48, 12;	14, 29, 44;	46, 10, 31
7 9 34 :	 41, 18, 43;	36, 34, 32;	25, 50, 27
8 9 37 :	 28, 38, 45;	54, 37, 20;	29, 36, 46
3 14 24 :	 38, 13, 21;	 7, 24, 41;	27, 35, 10
9 15 31 :	 40, 37, 16;	 7, 31, 55;	46, 25, 22
1 3 6 :	  3, 10,  5;	 8,  6,  4;	 7,  2,  9
4 7 25 :	 29, 28, 18;	14, 25, 36;	32, 22, 21
5 19 34 :	 15, 48, 39;	58, 34, 10;	29, 20, 53
3 8 18 :	 15, 13, 26;	29, 18,  7;	10, 23, 21
5 13 26 :	 21, 18, 39;	44, 26,  8;	13, 34, 31
1 3 17 :	 20, 15, 16;	13, 17, 21;	18, 19, 14
5 7 29 :	 36, 17, 34;	27, 29, 31;	24, 41, 22
3 16 24 :	  8, 43, 21;	37, 24, 11;	27,  5, 40
1 3 29 :	 32, 25, 30;	27, 29, 31;	28, 33, 26
11 13 34 :	 45, 10, 47;	36, 34, 32;	21, 58, 23
3 14 31 :	 45, 20, 28;	14, 31, 48;	34, 42, 17
5 7 35 :	 28, 47, 30;	37, 35, 33;	40, 23, 42
8 12 35 :	 23, 39, 43;	55, 35, 15;	27, 31, 47
3 19 38 :	 19, 54, 41;	60, 38, 16;	35, 22, 57
4 6 28 :	 22, 30, 32;	38, 28, 18;	24, 26, 34
6 8 41 :	 47, 43, 33;	27, 41, 55;	49, 39, 35
5 12 42 :	 37, 59, 30;	35, 42, 49;	54, 25, 47
2 3 13 :	 10, 18, 11;	14, 13, 12;	15,  8, 16
9 17 33 :	 42, 41, 16;	 7, 33, 59;	50, 25, 24
4 5 12 :	 16,  3, 17;	13, 12, 11;	 7, 21,  8
2 13 20 :	  7, 31, 22;	35, 20,  5;	18,  9, 33
1 19 26 :	 25, 46,  7;	 8, 26, 44;	45,  6, 27
1 16 32 :	 48, 17, 31;	15, 32, 49;	33, 47, 16
12 16 30 :	 46, 26, 18;	 2, 30, 58;	42, 34, 14
1 7 49 :	 56, 43, 48;	41, 49, 57;	50, 55, 42
1 5 46 :	 51, 40, 47;	42, 46, 50;	45, 52, 41
9 12 37 :	 28, 58, 25;	34, 37, 40;	49, 16, 46
2 3 24 :	 21, 29, 22;	25, 24, 23;	26, 19, 27
12 13 34 :	 22, 59, 21;	33, 34, 35;	47,  9, 46
1 7 42 :	 35, 50, 41;	48, 42, 36;	43, 34, 49
3 7 49 :	 52, 39, 56;	53, 49, 45;	42, 59, 46
1 9 24 :	 23, 34, 15;	16, 24, 32;	33, 14, 25
8 11 21 :	 13, 18, 32;	40, 21,  2;	10, 24, 29
8 18 28 :	 46, 18, 20;	 2, 28, 54;	36, 38, 10
10 13 32 :	 22, 55, 19;	29, 32, 35;	45,  9, 42
2 23 33 :	 56, 12, 31;	 8, 33, 58;	35, 54, 10
7 8 19 :	 26,  4, 27;	20, 19, 18;	11, 34, 12
2 6 30 :	 36, 22, 32;	26, 30, 34;	28, 38, 24
6 10 23 :	 17, 19, 33;	39, 23,  7;	13, 27, 29
3 4 40 :	 37, 47, 36;	39, 40, 41;	44, 33, 43
2 12 27 :	 29, 13, 39;	37, 27, 17;	15, 41, 25
6 8 44 :	 52, 42, 38;	30, 44, 58;	50, 46, 36
1 8 36 :	 35, 29, 44;	45, 36, 27;	28, 43, 37
4 6 16 :	 20,  6, 22;	18, 16, 14;	10, 26, 12
5 17 23 :	 40, 11, 18;	 1, 23, 45;	28, 35,  6
2 15 31 :	 16, 48, 29;	44, 31, 18;	33, 14, 46
1 12 18 :	 19,  5, 30;	29, 18,  7;	 6, 31, 17
5 6 49 :	 55, 38, 54;	48, 49, 50;	44, 60, 43
12 14 30 :	 44, 28, 18;	 4, 30, 56;	42, 32, 16
5 14 25 :	 11, 34, 30;	44, 25,  6;	20, 16, 39
2 12 18 :	 20, 28,  6;	 4, 18, 32;	30,  8, 16
3 17 28 :	 11, 48, 25;	42, 28, 14;	31,  8, 45
2 3 53 :	 56, 52, 51;	48, 53, 58;	55, 54, 50
4 10 33 :	 43, 19, 37;	27, 33, 39;	29, 47, 23
6 7 40 :	 33, 53, 34;	41, 40, 39;	46, 27, 47
3 13 29 :	 32, 39, 16;	13, 29, 45;	42, 19, 26
13 14 28 :	 15, 55, 14;	27, 28, 29;	42,  1, 41
5 15 39 :	 34, 29, 54;	59, 39, 19;	24, 49, 44
4 21 29 :	 50, 12, 25;	 4, 29, 54;	33, 46,  8
1 5 54 :	 55, 48, 59;	58, 54, 50;	49, 60, 53
2 10 48 :	 38, 60, 46;	56, 48, 40;	50, 36, 58
7 10 20 :	 13, 17, 30;	37, 20,  3;	10, 23, 27
3 7 17 :	 24, 13, 14;	 7, 17, 27;	20, 21, 10
2 9 25 :	 27, 32, 16;	14, 25, 36;	34, 18, 23
11 12 24 :	 36,  1, 35;	23, 24, 25;	13, 47, 12
1 18 26 :	 27,  7, 44;	43, 26,  9;	 8, 45, 25
1 5 24 :	 23, 30, 19;	20, 24, 28;	29, 18, 25
3 14 30 :	 16, 41, 33;	47, 30, 13;	27, 19, 44
1 3 33 :	 36, 29, 34;	31, 33, 35;	32, 37, 30
1 19 28 :	 27, 10, 47;	48, 28,  8;	 9, 46, 29
1 25 27 :	 52,  1, 28;	 3, 27, 51;	26, 53,  2
2 21 31 :	 33, 50, 10;	 8, 31, 54;	52, 12, 29
6 14 35 :	 21, 43, 41;	55, 35, 15;	29, 27, 49
1 18 38 :	 37, 57, 20;	21, 38, 55;	56, 19, 39
4 10 21 :	 31, 15, 17;	 7, 21, 35;	25, 27, 11
6 14 31 :	 17, 39, 37;	51, 31, 11;	25, 23, 45
8 12 27 :	 19, 47, 15;	23, 27, 31;	39,  7, 35
7 9 35 :	 28, 33, 44;	51, 35, 19;	26, 37, 42
10 16 29 :	 39, 35, 13;	 3, 29, 55;	45, 23, 19
7 8 21 :	 13, 22, 28;	36, 21,  6;	14, 20, 29
1 3 24 :	 23, 22, 27;	28, 24, 20;	21, 26, 25
7 9 27 :	 34, 29, 18;	11, 27, 43;	36, 25, 20
1 7 21 :	 14, 29, 20;	27, 21, 15;	22, 13, 28
4 17 29 :	 12, 50, 25;	42, 29, 16;	33,  8, 46
9 14 31 :	 40, 36, 17;	 8, 31, 54;	45, 26, 22
2 12 19 :	 21, 29,  7;	 5, 19, 33;	31,  9, 17
3 18 26 :	 44,  5, 29;	11, 26, 41;	23, 47,  8
4 16 25 :	  9, 45, 21;	37, 25, 13;	29,  5, 41
1 9 23 :	 24, 13, 32;	31, 23, 15;	14, 33, 22
2 8 38 :	 40, 28, 46;	44, 38, 32;	30, 48, 36
8 12 34 :	 22, 38, 42;	54, 34, 14;	26, 30, 46
4 11 44 :	 33, 59, 40;	51, 44, 37;	48, 29, 55
1 22 28 :	 27,  7, 50;	51, 28,  5;	 6, 49, 29
3 19 30 :	 27, 52, 11;	14, 30, 46;	49,  8, 33
6 10 41 :	 31, 57, 35;	45, 41, 37;	47, 25, 51
9 14 26 :	 35, 31, 12;	 3, 26, 49;	40, 21, 17
6 13 29 :	 42, 10, 35;	22, 29, 36;	23, 48, 16
11 15 27 :	 38, 31, 12;	 1, 27, 53;	42, 23, 16
9 10 33 :	 24, 32, 43;	52, 33, 14;	23, 34, 42
1 3 44 :	 41, 46, 45;	48, 44, 40;	43, 42, 47
1 3 26 :	 27, 28, 23;	22, 26, 30;	29, 24, 25
5 11 33 :	 22, 49, 28;	39, 33, 27;	38, 17, 44
12 13 32 :	 20, 31, 45;	57, 32,  7;	19, 33, 44
6 8 22 :	 30, 20, 16;	 8, 22, 36;	28, 24, 14
5 15 21 :	  6, 31, 26;	41, 21,  1;	16, 11, 36
1 15 32 :	 31, 48, 17;	18, 32, 46;	47, 16, 33
2 8 47 :	 55, 37, 49;	41, 47, 53;	45, 57, 39
3 4 9 :	 13,  2, 12;	 8,  9, 10;	 6, 16,  5
1 10 30 :	 31, 39, 20;	19, 30, 41;	40, 21, 29
4 15 30 :	 45, 19, 26;	11, 30, 49;	34, 41, 15
9 13 35 :	 48, 31, 26;	13, 35, 57;	44, 39, 22
4 7 13 :	  6, 24,  9;	16, 13, 10;	17,  2, 20
9 11 28 :	 17, 30, 37;	48, 28,  8;	19, 26, 39
7 8 20 :	 27,  5, 28;	21, 20, 19;	12, 35, 13
1 10 47 :	 46, 38, 57;	58, 47, 36;	37, 56, 48
1 4 38 :	 34, 43, 37;	41, 38, 35;	39, 33, 42
8 13 39 :	 26, 44, 47;	60, 39, 18;	31, 34, 52
7 11 34 :	 41, 38, 23;	16, 34, 52;	45, 30, 27
6 14 21 :	 27, 29,  7;	 1, 21, 41;	35, 13, 15
2 18 40 :	 58, 20, 42;	24, 40, 56;	38, 60, 22
8 9 40 :	 49, 23, 48;	39, 40, 41;	32, 57, 31
2 25 29 :	 31,  2, 54;	52, 29,  6;	 4, 56, 27
5 12 24 :	 19, 17, 36;	41, 24,  7;	12, 31, 29
2 18 28 :	 10, 48, 26;	44, 28, 12;	30,  8, 46
5 9 44 :	 35, 58, 39;	48, 44, 40;	49, 30, 53
1 8 29 :	 28, 22, 37;	38, 29, 20;	21, 36, 30
8 9 41 :	 32, 58, 33;	42, 41, 40;	49, 24, 50
1 6 38 :	 39, 31, 44;	43, 38, 33;	32, 45, 37
1 5 53 :	 48, 57, 54;	59, 53, 47;	52, 49, 58
3 5 35 :	 32, 33, 40;	43, 35, 27;	30, 37, 38
4 5 15 :	 11, 14, 20;	24, 15,  6;	10, 16, 19
1 3 31 :	 28, 33, 32;	35, 31, 27;	30, 29, 34
4 10 44 :	 34, 58, 40;	50, 44, 38;	48, 30, 54
1 3 37 :	 34, 39, 38;	41, 37, 33;	36, 35, 40
3 23 33 :	 30, 13, 56;	59, 33,  7;	10, 53, 36
6 17 30 :	 13, 41, 36;	53, 30,  7;	24, 19, 47
5 9 46 :	 55, 42, 41;	32, 46, 60;	51, 50, 37
5 16 31 :	 15, 52, 26;	42, 31, 20;	36, 10, 47
4 22 31 :	 35,  5, 53;	49, 31, 13;	 9, 57, 27
1 15 22 :	  7, 38, 21;	36, 22,  8;	23,  6, 37
8 19 28 :	 47, 17, 20;	 1, 28, 55;	36, 39,  9
1 12 29 :	 41, 16, 30;	18, 29, 40;	28, 42, 17
1 8 39 :	 38, 48, 31;	32, 39, 46;	47, 30, 40
4 18 33 :	 29, 55, 15;	19, 33, 47;	51, 11, 37
5 11 39 :	 44, 23, 50;	45, 39, 33;	28, 55, 34
3 16 34 :	 18, 47, 37;	53, 34, 15;	31, 21, 50
2 6 21 :	 27, 17, 19;	13, 21, 29;	23, 25, 15
6 9 16 :	 10, 31,  7;	13, 16, 19;	25,  1, 22
4 15 39 :	 24, 58, 35;	50, 39, 28;	43, 20, 54
4 20 36 :	 56, 20, 32;	12, 36, 60;	40, 52, 16
1 6 9 :	 10, 14,  3;	 2,  9, 16;	15,  4,  8
7 8 26 :	 18, 41, 19;	27, 26, 25;	33, 11, 34
3 26 31 :	 34, 54,  5;	 2, 31, 60;	57,  8, 28
7 15 38 :	 23, 46, 45;	60, 38, 16;	31, 30, 53
7 12 39 :	 46, 44, 27;	20, 39, 58;	51, 34, 32
7 12 29 :	 41, 10, 36;	24, 29, 34;	22, 48, 17
3 5 24 :	 19, 32, 21;	26, 24, 22;	27, 16, 29
7 18 31 :	 38, 42, 13;	 6, 31, 56;	49, 20, 24
3 12 42 :	 39, 33, 54;	57, 42, 27;	30, 51, 45
6 14 25 :	 11, 45, 19;	33, 25, 17;	31,  5, 39
2 15 33 :	 48, 16, 35;	20, 33, 46;	31, 50, 18
8 9 24 :	 15, 25, 32;	41, 24,  7;	16, 23, 33
2 8 40 :	 38, 50, 32;	34, 40, 46;	48, 30, 42
8 18 30 :	 22, 56, 12;	20, 30, 40;	48,  4, 38
3 18 35 :	 17, 56, 32;	50, 35, 20;	38, 14, 53
3 18 23 :	  5, 44, 20;	38, 23,  8;	26,  2, 41
5 19 28 :	  9, 52, 23;	42, 28, 14;	33,  4, 47
1 14 24 :	 38,  9, 25;	11, 24, 37;	23, 39, 10
5 18 30 :	 35,  7, 48;	43, 30, 17;	12, 53, 25
5 13 23 :	 36,  5, 28;	15, 23, 31;	18, 41, 10
11 12 37 :	 25, 60, 26;	38, 37, 36;	48, 14, 49
1 14 34 :	 48, 21, 33;	19, 34, 49;	35, 47, 20
2 20 26 :	 46,  8, 24;	 4, 26, 48;	28, 44,  6
2 8 21 :	 19, 15, 29;	31, 21, 11;	13, 27, 23
3 7 38 :	 35, 34, 45;	48, 38, 28;	31, 42, 41
4 10 26 :	 36, 20, 22;	12, 26, 40;	30, 32, 16
8 14 32 :	 18, 38, 40;	54, 32, 10;	24, 26, 46
4 5 47 :	 42, 56, 43;	48, 47, 46;	51, 38, 52
7 11 32 :	 39, 14, 43;	36, 32, 28;	21, 50, 25
1 12 37 :	 49, 24, 38;	26, 37, 48;	36, 50, 25
4 6 22 :	 26, 24, 16;	12, 22, 32;	28, 20, 18
1 11 41 :	 30, 51, 42;	53, 41, 29;	40, 31, 52
2 11 45 :	 56, 36, 43;	32, 45, 58;	47, 54, 34
3 13 18 :	 15,  8, 31;	34, 18,  2;	 5, 28, 21
1 4 14 :	 18,  9, 15;	11, 14, 17;	13, 19, 10
